,ICAO Empresa Aérea,Número Voo,Situação Voo,Atraso,Hora Partida,Dia Mês,Mês,Dia Semana,Tipo da nuvem da primeira camada,DireÇõÇo do Vento (0-360),Veloc. do Vento (m/s),Alt. da base das nuvens na primeira camada (m),Cobertura de nuvens da camada mais restrita(%),PressÇo reduzida ao nÇðvel do mar - QNH( hPa),Temp. do ar (C),Temp. do Ponto de Orvalho (C),Visibilidade horizontal (m) (acima de 10000m VV=10000),"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
759,TAM,4605,REALIZADO,56,8.666666666666666,22,Março,Quinta,0.0,120.0,2.06,63.0,6.0,1014.91,20.0,20.0,9000.0,0.0
760,AZU,6925,REALIZADO,56,9.666666666666666,22,Março,Quinta,0.0,130.0,1.54,73.0,6.0,1015.93,20.0,20.0,8000.0,0.0
761,GLO,1078,REALIZADO,0,10.25,22,Março,Quinta,0.0,130.0,2.06,84.0,8.0,1015.93,20.0,20.0,10000.0,0.0
762,AZU,2402,REALIZADO,-12,12.916666666666666,22,Março,Quinta,0.0,120.0,2.57,93.0,8.0,1016.94,21.0,20.0,10000.0,51.0
763,GLO,1082,REALIZADO,0,14.583333333333334,22,Março,Quinta,0.0,110.0,2.06,153.0,6.0,1017.96,22.0,20.0,10000.0,0.0
764,GLO,9204,REALIZADO,0,17.15,22,Março,Quinta,0.0,140.0,1.03,403.0,6.0,1014.91,24.0,20.0,10000.0,0.0
765,GLO,1086,REALIZADO,0,18.416666666666668,22,Março,Quinta,0.0,100.0,2.57,233.0,6.0,1014.91,25.0,21.0,10000.0,0.0
766,GLO,1088,REALIZADO,0,19.416666666666668,22,Março,Quinta,0.0,160.0,3.6,193.0,6.0,1014.91,24.0,21.0,10000.0,0.0
767,AZU,5016,REALIZADO,-11,20.083333333333332,22,Março,Quinta,0.0,170.0,4.12,153.0,6.0,1014.91,22.0,20.0,10000.0,0.0
768,GLO,1090,REALIZADO,0,21.083333333333332,22,Março,Quinta,0.0,200.0,1.54,153.0,6.0,1014.91,22.0,20.0,10000.0,0.0
769,GLO,9034,REALIZADO,0,5.15,23,Março,Sexta,0.0,60.0,2.57,93.0,6.0,1016.94,21.0,20.0,10000.0,0.0
770,AZU,2400,REALIZADO,22,6.083333333333333,23,Março,Sexta,0.0,60.0,3.6,103.0,6.0,1015.93,20.0,20.0,10000.0,0.0
771,GLO,1076,REALIZADO,0,8.083333333333334,23,Março,Sexta,0.0,60.0,5.15,103.0,6.0,1015.93,21.0,20.0,10000.0,0.0
772,TAM,4605,REALIZADO,-15,8.666666666666666,23,Março,Sexta,0.0,60.0,5.15,103.0,6.0,1015.93,21.0,20.0,10000.0,0.0
773,AZU,6925,REALIZADO,-14,9.666666666666666,23,Março,Sexta,0.0,60.0,3.6,84.0,8.0,1016.94,21.0,20.0,10000.0,0.0
774,GLO,1078,REALIZADO,0,10.25,23,Março,Sexta,0.0,60.0,3.6,83.0,6.0,1016.94,21.0,20.0,10000.0,0.0
775,AZU,2402,REALIZADO,-7,12.916666666666666,23,Março,Sexta,0.0,70.0,2.57,93.0,6.0,1017.96,22.0,21.0,10000.0,0.0
776,GLO,1082,REALIZADO,0,14.583333333333334,23,Março,Sexta,0.0,70.0,1.54,206.0,2.0,1016.94,26.0,21.0,10000.0,0.0
777,GLO,9204,REALIZADO,0,17.083333333333332,23,Março,Sexta,0.0,270.0,1.03,403.0,6.0,1014.91,28.0,23.0,10000.0,0.0
778,GLO,1086,REALIZADO,0,18.416666666666668,23,Março,Sexta,0.0,70.0,2.06,403.0,6.0,1013.89,30.0,21.0,10000.0,0.0
779,GLO,1088,REALIZADO,0,19.416666666666668,23,Março,Sexta,9.0,150.0,4.12,303.0,6.0,1013.89,27.0,22.0,8000.0,95.0
780,AZU,5016,REALIZADO,-14,20.083333333333332,23,Março,Sexta,9.0,180.0,2.57,206.0,6.0,0.0,26.0,22.0,9000.0,0.0
781,GLO,1090,REALIZADO,0,21.083333333333332,23,Março,Sexta,0.0,180.0,1.54,156.0,6.0,0.0,25.0,22.0,10000.0,0.0
782,GLO,9034,REALIZADO,0,5.1,24,Março,Sabado,0.0,60.0,2.06,0.0,0.0,1016.94,20.0,20.0,10000.0,0.0
783,AZU,2400,REALIZADO,-9,6.083333333333333,24,Março,Sabado,0.0,80.0,2.57,0.0,0.0,1016.94,20.0,20.0,10000.0,0.0
784,GLO,1076,REALIZADO,0,8.083333333333334,24,Março,Sabado,0.0,70.0,3.09,96.0,2.0,1016.94,20.0,20.0,10000.0,0.0
785,TAM,4605,REALIZADO,-3,8.666666666666666,24,Março,Sabado,0.0,70.0,3.09,96.0,2.0,1016.94,20.0,20.0,10000.0,0.0
786,GLO,1078,REALIZADO,0,10.25,24,Março,Sabado,0.0,70.0,2.57,106.0,2.0,1017.96,20.0,20.0,9000.0,0.0
787,AZU,4024,REALIZADO,-19,12.916666666666666,24,Março,Sabado,0.0,70.0,3.09,136.0,2.0,1018.97,24.0,22.0,10000.0,0.0
788,AZU,4131,REALIZADO,-10,17.083333333333332,24,Março,Sabado,0.0,360.0,5.66,0.0,0.0,1015.93,30.0,19.0,10000.0,0.0
789,GLO,9204,REALIZADO,0,17.383333333333333,24,Março,Sabado,0.0,360.0,5.66,0.0,0.0,1015.93,30.0,19.0,10000.0,0.0
790,GLO,1088,REALIZADO,0,19.416666666666668,24,Março,Sabado,2.0,10.0,3.09,402.0,3.0,1014.91,29.0,21.0,10000.0,0.0
791,GLO,1090,REALIZADO,0,21.083333333333332,24,Março,Sabado,2.0,320.0,1.03,402.0,3.0,1014.91,26.0,21.0,10000.0,0.0
792,TAM,3807,REALIZADO,33,8.75,25,Março,Domingo,0.0,70.0,2.06,0.0,0.0,1016.94,19.0,19.0,10000.0,0.0
793,GLO,1078,REALIZADO,0,10.25,25,Março,Domingo,0.0,70.0,1.54,0.0,0.0,1017.96,20.0,20.0,10000.0,0.0
794,AZU,6937,REALIZADO,-10,13.0,25,Março,Domingo,0.0,20.0,4.12,0.0,0.0,1018.97,26.0,18.0,10000.0,0.0
795,GLO,1084,REALIZADO,5,17.416666666666668,25,Março,Domingo,0.0,320.0,4.12,453.0,6.0,1015.93,30.0,19.0,10000.0,0.0
796,GLO,1086,REALIZADO,0,18.416666666666668,25,Março,Domingo,0.0,290.0,5.15,452.0,3.0,1014.91,29.0,24.0,10000.0,0.0
797,AZU,2668,REALIZADO,-11,19.083333333333332,25,Março,Domingo,0.0,320.0,3.6,452.0,3.0,1014.91,29.0,22.0,10000.0,0.0
798,GLO,1088,REALIZADO,-4,19.416666666666668,25,Março,Domingo,0.0,320.0,3.6,452.0,3.0,1014.91,29.0,22.0,10000.0,0.0
799,GLO,1090,REALIZADO,-9,21.083333333333332,25,Março,Domingo,0.0,300.0,2.06,0.0,0.0,1014.91,28.0,19.0,10000.0,0.0
800,GLO,9034,REALIZADO,-2,5.166666666666667,26,Março,Segunda,0.0,70.0,3.09,0.0,0.0,1015.93,22.0,20.0,10000.0,0.0
801,AZU,2400,REALIZADO,-28,5.916666666666667,26,Março,Segunda,0.0,70.0,3.09,0.0,0.0,1015.93,22.0,20.0,10000.0,0.0
802,GLO,1076,REALIZADO,16,8.083333333333334,26,Março,Segunda,0.0,70.0,3.09,0.0,0.0,1016.94,21.0,20.0,10000.0,0.0
803,TAM,3023,REALIZADO,1,8.583333333333334,26,Março,Segunda,0.0,70.0,3.09,0.0,0.0,1016.94,21.0,20.0,10000.0,0.0
804,AZU,6925,REALIZADO,0,10.0,26,Março,Segunda,0.0,40.0,2.06,0.0,0.0,1017.96,22.0,20.0,10000.0,0.0
805,GLO,1078,REALIZADO,17,10.25,26,Março,Segunda,0.0,40.0,2.06,0.0,0.0,1017.96,22.0,20.0,10000.0,0.0
806,AZU,2402,REALIZADO,0,11.666666666666666,26,Março,Segunda,0.0,70.0,2.57,0.0,0.0,1018.97,23.0,21.0,10000.0,0.0
807,GLO,1084,REALIZADO,14,17.416666666666668,26,Março,Segunda,2.0,340.0,5.15,402.0,6.0,1016.94,29.0,21.0,10000.0,0.0
808,GLO,1086,REALIZADO,15,18.416666666666668,26,Março,Segunda,2.0,200.0,3.6,302.0,6.0,0.0,23.0,19.0,10000.0,61.0
809,GLO,1088,REALIZADO,37,19.416666666666668,26,Março,Segunda,0.0,210.0,1.54,302.0,6.0,1017.96,22.0,20.0,10000.0,0.0
810,AZU,2406,REALIZADO,0,20.166666666666668,26,Março,Segunda,0.0,220.0,3.09,132.0,6.0,1017.96,23.0,21.0,10000.0,0.0
811,GLO,1090,REALIZADO,2,21.083333333333332,26,Março,Segunda,0.0,190.0,2.06,153.0,6.0,1018.97,23.0,20.0,10000.0,0.0
812,GLO,9034,REALIZADO,-7,5.166666666666667,27,Março,Terca,0.0,130.0,0.51,96.0,6.0,1018.97,21.0,20.0,10000.0,0.0
813,AZU,2400,REALIZADO,-3,5.916666666666667,27,Março,Terca,0.0,130.0,0.51,96.0,6.0,1018.97,21.0,20.0,10000.0,0.0
814,TAM,3023,REALIZADO,-4,8.583333333333334,27,Março,Terca,9.0,120.0,1.54,103.0,6.0,1018.97,21.0,20.0,2490.0,65.0
815,AZU,6925,REALIZADO,23,10.0,27,Março,Terca,0.0,280.0,2.06,63.0,6.0,1019.99,21.0,20.0,8000.0,0.0
816,GLO,1078,REALIZADO,36,10.25,27,Março,Terca,0.0,280.0,2.06,63.0,6.0,1019.99,21.0,20.0,8000.0,0.0
817,AZU,2402,REALIZADO,-4,11.666666666666666,27,Março,Terca,0.0,50.0,3.09,82.0,6.0,1021.0,21.0,21.0,7000.0,0.0
818,GLO,1084,REALIZADO,55,17.416666666666668,27,Março,Terca,2.0,50.0,2.57,352.0,6.0,1017.96,27.0,22.0,10000.0,0.0
819,GLO,1086,REALIZADO,14,18.416666666666668,27,Março,Terca,2.0,100.0,1.54,362.0,6.0,1016.94,27.0,22.0,10000.0,0.0
820,AZU,2406,REALIZADO,0,20.166666666666668,27,Março,Terca,9.0,140.0,3.6,302.0,6.0,0.0,21.0,18.0,10000.0,95.0
821,GLO,1090,REALIZADO,-6,21.083333333333332,27,Março,Terca,9.0,220.0,1.54,352.0,6.0,1018.97,21.0,18.0,10000.0,17.0
822,AZU,2400,REALIZADO,-5,5.916666666666667,28,Março,Quarta,0.0,190.0,1.03,93.0,6.0,1018.97,20.0,19.0,10000.0,0.0
823,GLO,1076,REALIZADO,2,8.083333333333334,28,Março,Quarta,0.0,60.0,1.54,102.0,6.0,1018.97,20.0,20.0,7000.0,0.0
824,TAM,3023,REALIZADO,-4,8.583333333333334,28,Março,Quarta,0.0,60.0,1.54,102.0,6.0,1018.97,20.0,20.0,7000.0,0.0
825,AZU,6925,REALIZADO,-16,10.0,28,Março,Quarta,0.0,70.0,2.06,74.0,8.0,1019.99,21.0,21.0,6000.0,0.0
826,GLO,1078,REALIZADO,5,10.25,28,Março,Quarta,0.0,70.0,2.06,74.0,8.0,1019.99,21.0,21.0,6000.0,0.0
827,AZU,2402,REALIZADO,-6,11.666666666666666,28,Março,Quarta,0.0,70.0,3.09,102.0,3.0,1019.99,21.0,21.0,7000.0,0.0
828,GLO,1086,REALIZADO,54,18.416666666666668,28,Março,Quarta,2.0,310.0,1.03,402.0,6.0,0.0,25.0,20.0,10000.0,0.0
829,GLO,1088,REALIZADO,13,19.416666666666668,28,Março,Quarta,9.0,160.0,2.06,306.0,6.0,1016.94,24.0,20.0,10000.0,17.0
830,AZU,2406,REALIZADO,0,20.166666666666668,28,Março,Quarta,9.0,210.0,1.54,253.0,6.0,0.0,21.0,20.0,5010.0,95.0
831,GLO,1090,REALIZADO,35,21.083333333333332,28,Março,Quarta,9.0,220.0,1.54,303.0,6.0,1017.96,19.0,19.0,4010.0,95.0
832,AZU,2400,REALIZADO,-14,5.916666666666667,29,Março,Quinta,0.0,0.0,0.0,83.0,6.0,1018.97,19.0,19.0,10000.0,0.0
833,GLO,1076,REALIZADO,5,8.083333333333334,29,Março,Quinta,0.0,80.0,1.03,63.0,6.0,1017.96,20.0,20.0,7000.0,0.0
834,TAM,3023,REALIZADO,-13,8.583333333333334,29,Março,Quinta,0.0,80.0,1.03,63.0,6.0,1017.96,20.0,20.0,7000.0,0.0
835,AZU,6925,REALIZADO,-16,10.0,29,Março,Quinta,0.0,70.0,2.57,113.0,6.0,1018.97,20.0,20.0,9000.0,0.0
836,GLO,1078,REALIZADO,4,10.25,29,Março,Quinta,0.0,70.0,2.57,113.0,6.0,1018.97,20.0,20.0,9000.0,0.0
837,AZU,2402,REALIZADO,0,11.666666666666666,29,Março,Quinta,0.0,60.0,2.57,66.0,6.0,1019.99,21.0,21.0,6000.0,0.0
838,GLO,1084,REALIZADO,9,17.416666666666668,29,Março,Quinta,2.0,40.0,2.57,403.0,6.0,1017.96,29.0,19.0,10000.0,0.0
839,GLO,1086,REALIZADO,6,18.416666666666668,29,Março,Quinta,2.0,90.0,2.06,403.0,6.0,1016.94,27.0,18.0,10000.0,0.0
840,GLO,1088,REALIZADO,12,19.416666666666668,29,Março,Quinta,2.0,140.0,3.09,456.0,6.0,1016.94,24.0,21.0,10000.0,0.0
841,AZU,2406,REALIZADO,-13,20.166666666666668,29,Março,Quinta,0.0,190.0,1.03,452.0,6.0,1016.94,23.0,20.0,9000.0,61.0
842,GLO,1090,REALIZADO,15,21.083333333333332,29,Março,Quinta,0.0,200.0,1.03,153.0,6.0,1017.96,22.0,21.0,6000.0,61.0
843,GLO,1076,REALIZADO,0,8.083333333333334,30,Março,Sexta,0.0,70.0,3.6,42.0,6.0,1016.94,19.0,19.0,10000.0,0.0
844,TAM,3023,REALIZADO,-3,8.583333333333334,30,Março,Sexta,0.0,70.0,3.6,42.0,6.0,1016.94,19.0,19.0,10000.0,0.0
845,GLO,1078,REALIZADO,-10,10.25,30,Março,Sexta,0.0,60.0,4.12,93.0,6.0,1017.96,20.0,20.0,7000.0,0.0
846,AZU,2402,REALIZADO,-11,11.666666666666666,30,Março,Sexta,0.0,70.0,4.12,93.0,6.0,1017.96,20.0,19.0,8000.0,0.0
847,GLO,1084,REALIZADO,23,17.416666666666668,30,Março,Sexta,2.0,180.0,2.06,403.0,6.0,1015.93,24.0,20.0,10000.0,0.0
848,GLO,1086,REALIZADO,-5,18.416666666666668,30,Março,Sexta,2.0,150.0,2.06,402.0,3.0,1014.91,25.0,19.0,10000.0,0.0
849,AZU,2400,REALIZADO,-12,6.083333333333333,31,Março,Sabado,0.0,90.0,1.03,0.0,0.0,1015.93,20.0,20.0,10000.0,0.0
850,TAM,3807,REALIZADO,-1,8.75,31,Março,Sabado,0.0,80.0,2.57,0.0,0.0,1015.93,19.0,19.0,10000.0,0.0
851,GLO,1078,REALIZADO,-7,10.25,31,Março,Sabado,0.0,70.0,3.09,13.0,6.0,1016.94,19.0,19.0,190.0,10.0
852,AZU,4024,REALIZADO,-14,12.916666666666666,31,Março,Sabado,0.0,60.0,4.12,46.0,2.0,1017.96,21.0,20.0,10000.0,0.0
853,AZU,4131,REALIZADO,-14,16.333333333333332,31,Março,Sabado,0.0,10.0,3.09,402.0,3.0,1015.93,27.0,19.0,10000.0,0.0
854,GLO,1084,REALIZADO,-14,17.416666666666668,31,Março,Sabado,0.0,320.0,3.6,402.0,3.0,1014.91,28.0,19.0,10000.0,0.0
855,GLO,1088,REALIZADO,-10,19.416666666666668,31,Março,Sabado,2.0,20.0,7.21,402.0,6.0,0.0,24.0,18.0,10000.0,61.0
856,GLO,1090,REALIZADO,-8,21.083333333333332,31,Março,Sabado,9.0,80.0,2.06,306.0,2.0,1012.88,23.0,19.0,10000.0,17.0
857,TAM,3807,REALIZADO,20,8.75,1,Abril,Domingo,0.0,20.0,1.54,0.0,0.0,1012.88,20.0,20.0,10000.0,0.0
858,GLO,1078,REALIZADO,-14,10.25,1,Abril,Domingo,0.0,0.0,0.0,0.0,0.0,1014.91,20.0,20.0,10000.0,0.0
859,AZU,6937,REALIZADO,-13,13.0,1,Abril,Domingo,0.0,360.0,3.6,0.0,0.0,1015.93,24.0,20.0,10000.0,0.0
860,GLO,1084,REALIZADO,1,17.416666666666668,1,Abril,Domingo,0.0,290.0,4.63,403.0,6.0,1012.88,28.0,20.0,10000.0,0.0
861,GLO,1086,REALIZADO,-6,18.416666666666668,1,Abril,Domingo,0.0,300.0,5.66,403.0,6.0,1011.86,29.0,20.0,10000.0,0.0
862,AZU,2668,REALIZADO,-15,19.083333333333332,1,Abril,Domingo,0.0,270.0,4.63,403.0,6.0,1011.86,28.0,20.0,10000.0,0.0
863,GLO,1088,REALIZADO,16,19.416666666666668,1,Abril,Domingo,0.0,270.0,4.63,403.0,6.0,1011.86,28.0,20.0,10000.0,0.0
864,GLO,1090,REALIZADO,16,21.083333333333332,1,Abril,Domingo,0.0,300.0,2.06,406.0,2.0,1011.86,26.0,20.0,10000.0,0.0
865,AZU,2400,REALIZADO,-16,5.916666666666667,2,Abril,Segunda,0.0,300.0,2.06,0.0,0.0,1013.89,21.0,19.0,10000.0,0.0
866,GLO,1076,REALIZADO,13,8.083333333333334,2,Abril,Segunda,0.0,10.0,2.06,152.0,3.0,1012.88,21.0,19.0,10000.0,0.0
867,TAM,3023,REALIZADO,0,8.583333333333334,2,Abril,Segunda,0.0,10.0,2.06,152.0,3.0,1012.88,21.0,19.0,10000.0,0.0
868,AZU,6925,REALIZADO,26,10.0,2,Abril,Segunda,0.0,330.0,1.03,156.0,6.0,1013.89,21.0,19.0,10000.0,0.0
869,GLO,1078,REALIZADO,14,10.25,2,Abril,Segunda,0.0,330.0,1.03,156.0,6.0,1013.89,21.0,19.0,10000.0,0.0
870,AZU,2402,REALIZADO,-13,11.666666666666666,2,Abril,Segunda,0.0,310.0,2.06,116.0,2.0,1013.89,22.0,19.0,10000.0,0.0
871,GLO,1084,REALIZADO,54,17.416666666666668,2,Abril,Segunda,2.0,310.0,3.6,303.0,6.0,1012.88,27.0,21.0,10000.0,0.0
872,GLO,1086,REALIZADO,7,18.416666666666668,2,Abril,Segunda,0.0,240.0,3.09,303.0,6.0,1011.86,25.0,21.0,10000.0,0.0
873,AZU,5016,REALIZADO,0,18.833333333333332,2,Abril,Segunda,0.0,240.0,3.09,303.0,6.0,1011.86,25.0,21.0,10000.0,0.0
874,GLO,1088,REALIZADO,41,19.416666666666668,2,Abril,Segunda,2.0,230.0,3.09,203.0,6.0,1011.86,22.0,20.0,10000.0,0.0
875,AZU,2406,REALIZADO,-1,20.166666666666668,2,Abril,Segunda,0.0,280.0,3.6,0.0,0.0,1011.86,25.0,21.0,10000.0,0.0
876,GLO,1090,REALIZADO,33,21.083333333333332,2,Abril,Segunda,0.0,330.0,2.57,0.0,0.0,1011.86,24.0,21.0,10000.0,0.0
877,AZU,2400,REALIZADO,-22,5.916666666666667,3,Abril,Terca,0.0,240.0,1.03,0.0,0.0,1011.86,20.0,20.0,10000.0,0.0
878,GLO,1076,REALIZADO,1,8.083333333333334,3,Abril,Terca,0.0,250.0,1.03,0.0,0.0,1011.86,20.0,20.0,10000.0,0.0
879,TAM,3023,REALIZADO,0,8.583333333333334,3,Abril,Terca,0.0,250.0,1.03,0.0,0.0,1011.86,20.0,20.0,10000.0,0.0
880,AZU,6925,REALIZADO,0,10.0,3,Abril,Terca,0.0,0.0,0.0,0.0,0.0,1012.88,20.0,20.0,10000.0,0.0
881,GLO,1078,REALIZADO,5,10.25,3,Abril,Terca,0.0,0.0,0.0,0.0,0.0,1012.88,20.0,20.0,10000.0,0.0
882,AZU,2402,REALIZADO,-19,11.666666666666666,3,Abril,Terca,0.0,320.0,1.03,0.0,0.0,1012.88,22.0,20.0,10000.0,0.0
883,GLO,1084,REALIZADO,-12,17.416666666666668,3,Abril,Terca,0.0,310.0,2.57,333.0,6.0,1010.85,26.0,20.0,10000.0,0.0
884,GLO,1086,REALIZADO,-8,18.416666666666668,3,Abril,Terca,2.0,320.0,4.12,363.0,6.0,1010.85,26.0,21.0,10000.0,0.0
885,AZU,5016,REALIZADO,-8,18.833333333333332,3,Abril,Terca,2.0,320.0,4.12,363.0,6.0,1010.85,26.0,21.0,10000.0,0.0
886,GLO,1088,REALIZADO,-12,19.416666666666668,3,Abril,Terca,2.0,310.0,4.63,263.0,6.0,0.0,24.0,21.0,10000.0,61.0
887,GLO,1090,REALIZADO,34,21.083333333333332,3,Abril,Terca,0.0,100.0,3.09,102.0,6.0,1011.86,21.0,20.0,10000.0,0.0
888,AZU,2400,REALIZADO,-23,5.916666666666667,4,Abril,Quarta,0.0,150.0,1.03,73.0,6.0,1013.89,19.0,19.0,10000.0,0.0
889,GLO,1076,REALIZADO,-1,8.083333333333334,4,Abril,Quarta,0.0,140.0,1.03,83.0,6.0,1012.88,19.0,19.0,10000.0,0.0
890,TAM,3023,REALIZADO,-5,8.583333333333334,4,Abril,Quarta,0.0,140.0,1.03,83.0,6.0,1012.88,19.0,19.0,10000.0,0.0
891,AZU,6925,REALIZADO,-16,10.0,4,Abril,Quarta,0.0,80.0,1.54,136.0,2.0,1013.89,19.0,19.0,10000.0,0.0
892,GLO,1078,REALIZADO,1,10.25,4,Abril,Quarta,0.0,80.0,1.54,136.0,2.0,1013.89,19.0,19.0,10000.0,0.0
893,AZU,2402,REALIZADO,-28,11.666666666666666,4,Abril,Quarta,0.0,150.0,1.03,93.0,6.0,1014.91,20.0,19.0,10000.0,0.0
894,GLO,1084,REALIZADO,-13,17.416666666666668,4,Abril,Quarta,0.0,130.0,1.03,353.0,6.0,1012.88,26.0,17.0,10000.0,0.0
895,GLO,1086,REALIZADO,-6,18.416666666666668,4,Abril,Quarta,0.0,120.0,2.06,453.0,6.0,1011.86,26.0,17.0,10000.0,0.0
896,AZU,5016,REALIZADO,-11,18.833333333333332,4,Abril,Quarta,0.0,120.0,2.06,453.0,6.0,1011.86,26.0,17.0,10000.0,0.0
897,GLO,1088,REALIZADO,11,19.416666666666668,4,Abril,Quarta,0.0,140.0,3.6,253.0,6.0,1011.86,24.0,20.0,10000.0,0.0
898,AZU,2406,REALIZADO,-16,20.166666666666668,4,Abril,Quarta,0.0,150.0,4.12,233.0,6.0,1011.86,23.0,19.0,10000.0,0.0
899,GLO,1090,REALIZADO,-14,21.083333333333332,4,Abril,Quarta,0.0,160.0,3.09,176.0,6.0,1012.88,22.0,19.0,9000.0,0.0
900,AZU,2400,REALIZADO,8,5.916666666666667,5,Abril,Quinta,0.0,100.0,1.03,103.0,6.0,1013.89,18.0,18.0,10000.0,0.0
901,GLO,1076,REALIZADO,17,8.083333333333334,5,Abril,Quinta,0.0,90.0,1.54,114.0,8.0,1013.89,19.0,18.0,10000.0,0.0
902,TAM,3023,REALIZADO,32,8.583333333333334,5,Abril,Quinta,0.0,90.0,1.54,114.0,8.0,1013.89,19.0,18.0,10000.0,0.0
903,AZU,6925,REALIZADO,49,10.0,5,Abril,Quinta,0.0,150.0,1.54,173.0,6.0,1014.91,19.0,18.0,9000.0,0.0
904,GLO,1078,REALIZADO,3,10.25,5,Abril,Quinta,0.0,150.0,1.54,173.0,6.0,1014.91,19.0,18.0,9000.0,0.0
905,AZU,2402,REALIZADO,-9,11.666666666666666,5,Abril,Quinta,0.0,170.0,1.54,136.0,6.0,1014.91,20.0,19.0,9000.0,0.0
906,GLO,1084,REALIZADO,-12,17.416666666666668,5,Abril,Quinta,0.0,150.0,1.54,453.0,6.0,1012.88,27.0,17.0,10000.0,0.0
907,GLO,1086,REALIZADO,-5,18.416666666666668,5,Abril,Quinta,0.0,300.0,2.06,453.0,6.0,1012.88,28.0,16.0,10000.0,0.0
908,AZU,5016,REALIZADO,45,18.833333333333332,5,Abril,Quinta,0.0,300.0,2.06,453.0,6.0,1012.88,28.0,16.0,10000.0,0.0
909,GLO,1088,REALIZADO,-18,19.416666666666668,5,Abril,Quinta,0.0,130.0,4.12,303.0,6.0,1013.89,24.0,20.0,7000.0,0.0
910,AZU,2406,REALIZADO,-15,20.166666666666668,5,Abril,Quinta,0.0,150.0,3.09,203.0,6.0,1013.89,23.0,19.0,10000.0,0.0
911,GLO,1090,REALIZADO,0,21.083333333333332,5,Abril,Quinta,0.0,170.0,2.57,193.0,6.0,1013.89,22.0,19.0,10000.0,0.0
912,AZU,2400,REALIZADO,-31,5.916666666666667,6,Abril,Sexta,0.0,70.0,2.06,212.0,3.0,1015.93,20.0,19.0,8000.0,0.0
913,GLO,1076,REALIZADO,-5,8.083333333333334,6,Abril,Sexta,0.0,60.0,1.54,136.0,6.0,1015.93,20.0,19.0,7000.0,0.0
914,TAM,3023,REALIZADO,-17,8.583333333333334,6,Abril,Sexta,0.0,60.0,1.54,136.0,6.0,1015.93,20.0,19.0,7000.0,0.0
915,AZU,6925,REALIZADO,0,10.0,6,Abril,Sexta,0.0,70.0,1.54,233.0,6.0,1015.93,20.0,20.0,7000.0,0.0
916,GLO,1078,REALIZADO,-3,10.25,6,Abril,Sexta,0.0,70.0,1.54,233.0,6.0,1015.93,20.0,20.0,7000.0,0.0
917,AZU,2402,REALIZADO,0,11.666666666666666,6,Abril,Sexta,0.0,70.0,2.06,206.0,2.0,1016.94,22.0,19.0,10000.0,0.0
918,GLO,1084,REALIZADO,-6,17.416666666666668,6,Abril,Sexta,0.0,130.0,3.09,453.0,6.0,1014.91,26.0,18.0,10000.0,0.0
919,GLO,1086,REALIZADO,-3,18.416666666666668,6,Abril,Sexta,0.0,140.0,3.6,336.0,6.0,1013.89,26.0,19.0,10000.0,0.0
920,AZU,5016,REALIZADO,-2,18.833333333333332,6,Abril,Sexta,0.0,140.0,3.6,336.0,6.0,1013.89,26.0,19.0,10000.0,0.0
921,GLO,1088,REALIZADO,-5,19.416666666666668,6,Abril,Sexta,0.0,130.0,2.57,256.0,6.0,1014.91,23.0,21.0,10000.0,61.0
922,AZU,2406,REALIZADO,-10,20.166666666666668,6,Abril,Sexta,0.0,150.0,2.57,302.0,3.0,1014.91,23.0,19.0,10000.0,0.0
923,GLO,1090,REALIZADO,-3,21.083333333333332,6,Abril,Sexta,0.0,150.0,3.09,232.0,3.0,1015.93,22.0,18.0,10000.0,0.0
924,AZU,2400,REALIZADO,-4,6.083333333333333,7,Abril,Sabado,0.0,0.0,0.0,0.0,0.0,1016.94,18.0,18.0,10000.0,0.0
925,GLO,1076,REALIZADO,21,8.083333333333334,7,Abril,Sabado,0.0,0.0,0.0,0.0,0.0,1016.94,17.0,17.0,9000.0,0.0
926,TAM,3807,REALIZADO,1,8.75,7,Abril,Sabado,0.0,0.0,0.0,0.0,0.0,1016.94,17.0,17.0,9000.0,0.0
927,GLO,1078,REALIZADO,-14,10.25,7,Abril,Sabado,0.0,90.0,2.06,43.0,6.0,1017.96,17.0,17.0,8000.0,0.0
928,AZU,4024,REALIZADO,0,12.916666666666666,7,Abril,Sabado,0.0,60.0,4.12,94.0,8.0,1018.97,20.0,19.0,7000.0,0.0
929,GLO,1084,REALIZADO,-11,17.416666666666668,7,Abril,Sabado,0.0,30.0,1.03,402.0,3.0,1016.94,26.0,18.0,10000.0,0.0
930,GLO,1088,REALIZADO,-11,19.416666666666668,7,Abril,Sabado,0.0,140.0,3.6,402.0,3.0,1015.93,25.0,20.0,10000.0,0.0
931,AZU,2922,REALIZADO,-9,20.0,7,Abril,Sabado,0.0,170.0,3.6,232.0,3.0,1016.94,23.0,19.0,10000.0,0.0
932,GLO,1090,REALIZADO,-28,21.083333333333332,7,Abril,Sabado,0.0,170.0,2.57,212.0,3.0,1016.94,22.0,19.0,9000.0,0.0
933,TAM,3807,REALIZADO,-3,8.75,8,Abril,Domingo,0.0,60.0,4.12,53.0,6.0,1017.96,19.0,19.0,10000.0,0.0
